City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kapa'a,22.0752,-159.319,295.33,70,100,10.8,US,1702647893
364,irymple,-34.25,142.1667,291.53,50,0,0.45,AU,1702647894
365,usinsk,65.9939,57.5281,255.97,97,99,4.02,RU,1702647894
366,sassandra,4.95,-6.0833,303.34,58,2,4.64,CI,1702647895
367,douz,33.4663,9.0203,290.66,34,0,4.36,TN,1702647895
368,tanumah,27.1,44.1333,290.19,25,0,2.71,SA,1702647896
369,lesnikovo,55.2822,65.3175,253.59,84,90,1.93,RU,1702647897
370,betare oya,5.6,14.0833,307.21,18,97,2.36,CM,1702647897
371,colonia,50.9333,6.95,282.53,86,75,1.54,DE,1702647898
372,atbasar,51.8,68.3333,255.07,76,19,3.83,KZ,1702647899
373,juneau,58.3019,-134.4197,274.15,95,100,0.0,US,1702647794
374,kudymkar,59.0173,54.656,261.59,83,100,3.17,RU,1702647900
375,gadzhiyevo,69.2551,33.3362,259.14,97,62,5.21,RU,1702647901
376,ngama,11.7833,17.1667,306.82,11,100,3.95,TD,1702647902
377,palu,-0.8917,119.8707,298.23,94,100,0.62,ID,1702647903
378,klyuchi,52.2667,79.1667,252.54,84,6,0.67,RU,1702647904
379,alice springs,-23.7,133.8833,299.9,22,65,2.06,AU,1702647905
380,nova sintra,14.8667,-24.7167,295.66,73,100,4.12,CV,1702647906
381,arkhangel'sk,64.5401,40.5433,261.21,92,100,4.0,RU,1702647907
382,gantang,26.92,119.6333,290.61,93,91,2.18,CN,1702647908
383,kruisfontein,-34.0033,24.7314,292.53,63,72,6.94,ZA,1702647909
384,ashibetsu,43.5097,142.1856,270.13,93,100,0.76,JP,1702647910
385,chiredzi,-21.05,31.6667,306.94,41,29,4.91,ZW,1702647911
386,kabompo,-13.5927,24.2008,301.22,55,93,2.61,ZM,1702647912
387,mukalla,14.5425,49.1242,300.0,44,7,2.14,YE,1702647912
388,maragogi,-9.0122,-35.2225,301.41,67,97,6.23,BR,1702647913
389,kosh-agach,50.0,88.6667,244.43,93,44,0.89,RU,1702647914
390,dunedin,-45.8742,170.5036,285.82,89,84,4.47,NZ,1702647915
391,hilo,19.7297,-155.09,293.86,82,100,4.12,US,1702647672
392,praia,14.9215,-23.5087,301.45,57,94,8.23,CV,1702647917
393,dudinka,69.4058,86.1778,249.08,94,100,8.05,RU,1702647918
394,progreso,21.2833,-89.6667,296.54,84,100,4.03,MX,1702647918
395,polyarnyy,69.1989,33.4478,260.19,95,51,5.3,RU,1702647919
396,puerto lleras,3.0223,-73.4044,300.25,71,100,1.55,CO,1702647920
397,port shepstone,-30.7414,30.455,294.67,80,100,4.78,ZA,1702647921
398,coahuayana de hidalgo,18.7,-103.6583,297.11,56,90,1.71,MX,1702647922
399,san jose,37.3394,-121.895,285.87,75,0,1.54,US,1702647882
400,tokar,18.4254,37.729,301.15,52,12,7.05,SD,1702647923
401,port augusta,-32.5,137.7667,291.1,68,6,6.42,AU,1702647924
402,lazaro cardenas,17.9583,-102.2,298.02,57,89,1.57,MX,1702647925
403,tosontsengel,48.7567,98.2839,243.81,100,100,1.13,MN,1702647926
404,ust'-barguzin,53.45,108.9833,253.49,99,100,0.99,RU,1702647927
405,rey bouba,8.6724,14.1786,309.37,13,100,1.6,CM,1702647927
406,maceio,-9.6658,-35.7353,302.84,70,75,7.2,BR,1702647929
407,northam,51.0333,-4.2167,284.48,81,54,4.13,GB,1702647930
408,tofol,5.3248,163.0078,301.16,80,100,9.54,FM,1702647931
409,bayanhongor,46.7167,100.1167,241.52,81,1,1.84,MN,1702647932
410,la passe,45.5549,-0.8967,285.28,78,8,2.1,FR,1702647933
411,international falls,48.6011,-93.411,274.34,93,100,1.54,US,1702647933
412,puerto carreno,6.189,-67.4859,299.14,89,40,2.06,CO,1702647934
413,sao felix do xingu,-6.6447,-51.995,306.7,46,52,1.67,BR,1702647935
414,solleftea,63.1667,17.2667,259.07,98,95,1.15,SE,1702647936
415,bafoulabe,13.8065,-10.8321,307.13,8,57,3.63,ML,1702647937
416,tonghae,37.5439,129.1069,277.2,91,100,1.51,KR,1702647939
417,maymana,35.9214,64.7836,274.67,99,100,1.54,AF,1702647940
418,blagodatnoye,45.3997,42.5867,280.66,72,100,4.47,RU,1702647941
419,manokwari,-0.8667,134.0833,300.3,82,88,5.86,ID,1702647942
420,punta del este,-34.9667,-54.95,298.69,88,100,2.06,UY,1702647943
421,bodo,67.28,14.405,271.18,84,100,10.29,NO,1702647859
422,saint-joseph,-21.3667,55.6167,302.36,81,36,3.93,RE,1702647944
423,lorengau,-2.0226,147.2712,300.77,80,51,1.17,PG,1702647945
424,chipiona,36.7366,-6.437,291.25,48,0,3.6,ES,1702647946
425,arraial do cabo,-22.9661,-42.0278,304.13,62,0,8.75,BR,1702647687
426,duong dong,10.2167,103.9667,298.15,94,20,1.03,VN,1702647947
427,odienne,9.51,-7.5692,307.06,13,0,2.74,CI,1702647948
428,saint-pierre,-21.3393,55.4781,302.97,66,29,5.14,RE,1702647949
429,garhi khairo,28.0606,67.9803,293.54,22,1,2.95,PK,1702647950
430,peace river,56.2501,-117.286,266.32,86,40,4.12,CA,1702647951
431,bikenibeu village,1.3673,173.1241,301.13,89,75,3.6,KI,1702647952
432,al hufuf,25.3646,49.5653,293.34,26,0,9.77,SA,1702647952
433,waddan,29.1614,16.139,292.48,47,1,7.61,LY,1702647953
434,la ronge,55.1001,-105.2842,265.29,79,20,1.03,CA,1702647954
435,chhaprauli,29.2167,77.1833,290.03,22,100,2.2,IN,1702647954
436,shache,38.4167,77.2406,268.55,39,100,1.52,CN,1702647955
437,puerto baquerizo moreno,-0.9,-89.6,297.38,86,60,5.95,EC,1702647956
438,kailua-kona,19.6406,-155.9956,295.65,86,100,7.2,US,1702647956
439,lyubinskiy,55.1542,72.6925,252.41,78,100,3.34,RU,1702647957
440,kasempa,-13.4584,25.8338,300.14,60,100,0.05,ZM,1702647958
441,canete,-37.8,-73.4,290.25,48,1,3.07,CL,1702647958
442,aras-asan,8.8908,126.3033,299.02,87,50,2.09,PH,1702647959
443,happy valley-goose bay,53.3168,-60.3315,269.32,74,100,11.32,CA,1702647960
444,izberbash,42.5696,47.8645,278.2,82,76,4.36,RU,1702647960
445,falmouth,50.1544,-5.0711,284.47,83,75,4.63,GB,1702647885
446,rock springs,41.5875,-109.2029,267.84,86,0,5.66,US,1702647962
447,eyl,7.9803,49.8164,301.25,55,95,13.04,SO,1702647963
448,pandan,14.0453,124.1694,299.72,85,100,4.64,PH,1702647964
449,saint-francois,46.4154,3.9054,280.84,88,100,4.63,FR,1702647965
450,tweed heads,-28.1817,153.547,296.46,88,100,0.0,AU,1702647966
451,goundi,9.3627,17.366,308.68,12,78,2.14,TD,1702647967
452,kawalu,-7.3817,108.2082,296.09,82,66,0.71,ID,1702647968
453,manda,-10.4667,34.5833,303.16,60,79,1.8,TZ,1702647969
454,buurhakaba,2.8026,44.0781,307.25,27,53,5.64,SO,1702647970
455,fuerte olimpo,-21.0415,-57.8738,312.49,27,100,4.78,PY,1702647971
456,mount isa,-20.7333,139.5,307.02,33,100,3.6,AU,1702647972
457,siddapur,14.3333,74.8833,295.53,64,100,1.05,IN,1702647973
458,inirida,3.8653,-67.9239,297.73,97,100,1.14,CO,1702647974
459,broome,42.2506,-75.833,276.86,77,0,4.12,US,1702647975
460,debre werk',10.6667,38.1667,292.06,50,85,0.84,ET,1702647976
461,bathurst,-33.4166,149.5806,291.94,67,0,0.54,AU,1702647977
462,cill airne,52.05,-9.5167,286.18,82,20,7.2,IE,1702647977
463,zahedan,29.4963,60.8629,284.71,49,74,6.46,IR,1702647978
464,taroa,8.7058,171.2275,300.45,82,50,8.45,MH,1702647979
465,nar'yan-mar,67.6713,53.087,252.65,98,73,4.02,RU,1702647980
466,blenheim,-41.516,173.9528,291.22,80,100,1.34,NZ,1702647981
467,shimoda,34.6667,138.95,292.65,90,97,13.08,JP,1702647981
468,newnham,-41.3833,147.1333,283.88,71,3,5.66,AU,1702647982
469,al wakrah,24.85,51.3333,295.2,55,1,7.15,QA,1702647983
470,lerwick,60.1545,-1.1494,282.15,84,100,10.52,GB,1702647983
471,kamen'-rybolov,44.7481,132.0403,256.88,68,100,4.3,RU,1702647984
472,semnan,35.5729,53.3971,280.87,60,2,0.76,IR,1702647985
473,fisterra,42.9049,-9.2629,287.45,73,5,4.88,ES,1702647986
474,hami,42.8,93.45,260.45,60,0,1.92,CN,1702647986
475,mons-en-baroeul,50.6333,3.1167,284.21,71,0,2.57,FR,1702647987
476,vila franca do campo,37.7167,-25.4333,292.38,99,96,7.48,PT,1702647964
477,samfya,-11.3649,29.5565,301.2,52,43,2.94,ZM,1702647989
478,qusmuryn,52.4503,64.6311,259.42,79,100,2.73,KZ,1702647990
479,iquique,-20.2208,-70.1431,295.17,69,100,2.18,CL,1702647854
480,kaa-khem,51.6833,94.7333,247.66,99,100,0.63,RU,1702647991
481,argo,37.6333,22.7333,291.36,65,100,1.83,GR,1702647992
482,vilyuysk,63.7553,121.6247,245.93,95,100,4.02,RU,1702647993
483,itamaraca,-7.7478,-34.8256,301.18,70,100,6.84,BR,1702647993
484,coquimbo,-29.9533,-71.3436,288.0,88,100,4.12,CL,1702647994
485,thouars,46.976,-0.2151,282.75,76,18,2.88,FR,1702647995
486,palo santo,-25.5633,-59.3378,308.61,43,100,4.77,AR,1702647996
487,sittwe,20.15,92.9,295.05,66,2,5.04,MM,1702647997
488,malabar,-33.9667,151.25,296.0,78,0,4.63,AU,1702647997
489,padangsidempuan,1.3667,99.2667,295.83,99,100,1.05,ID,1702647998
490,phongsali,21.6833,102.1058,286.76,75,97,0.58,LA,1702647999
491,someshwar,13.5,75.0667,297.74,74,100,0.97,IN,1702648000
492,portland,45.5234,-122.6762,281.14,77,20,7.15,US,1702647998
493,nurota,40.5614,65.6886,276.31,44,100,3.47,UZ,1702648001
494,ambon,-3.6954,128.1814,300.97,13,40,2.06,ID,1702648002
495,aykhal,66.0,111.5,240.2,100,98,2.63,RU,1702648003
496,gallup,35.5281,-108.7426,266.57,93,0,0.0,US,1702648003
497,igarka,67.4667,86.5833,240.65,100,72,0.8,RU,1702648004
498,holualoa,19.6228,-155.9522,293.58,88,100,7.2,US,1702648005
499,touros,-5.1989,-35.4608,303.23,64,98,7.27,BR,1702648005
500,ngereklmadel,7.4883,134.4856,298.2,88,100,3.6,PW,1702648006
501,dampit,-8.2116,112.7493,295.78,98,100,0.33,ID,1702648007
502,mwene-ditu,-7.0,23.45,300.04,69,73,1.28,CD,1702648007
503,sheksna,59.21,38.5107,263.13,96,100,1.98,RU,1702648008
504,puerto francisco de orellana,-0.4667,-76.9667,297.18,100,75,1.03,EC,1702648009
505,meadow lakes,61.6247,-149.6011,262.39,86,75,0.0,US,1702648009
506,mamadysh,55.7152,51.408,264.75,93,99,1.9,RU,1702648010
507,beledweyne,4.7358,45.2036,307.81,27,37,5.82,SO,1702648011
508,badger,64.8,-147.5333,241.08,76,20,0.0,US,1702648011
509,conduaga,8.862,117.4893,299.66,82,21,1.25,PH,1702648012
510,las tablas,7.7667,-80.2833,301.58,99,100,6.17,PA,1702648012
511,kalisz,51.7611,18.091,275.02,85,82,5.84,PL,1702648013
512,shangrao,28.4532,117.9686,280.25,89,100,4.08,CN,1702648014
513,dakoro,14.5106,6.765,302.2,13,0,5.1,NE,1702648014
514,tarazona,41.9,-1.7333,286.05,65,48,10.08,ES,1702648015
515,beytussebap,37.5694,43.1681,277.94,59,10,2.82,TR,1702648016
516,gamay,12.3854,125.2979,298.8,91,70,3.3,PH,1702648016
517,shagonar,51.5333,92.8,246.35,92,99,0.96,RU,1702648017
518,coyhaique,-45.5752,-72.0662,283.49,66,100,2.06,CL,1702648018
519,fortuna,40.5982,-124.1573,282.0,77,0,1.79,US,1702648019
520,liaozhong,41.5061,122.7242,259.95,58,100,7.38,CN,1702648019
521,lacin,40.7702,34.8984,283.81,57,100,1.59,TR,1702648020
522,beeville,28.4008,-97.7483,289.61,94,100,4.12,US,1702648021
523,sarupathar,26.1984,93.8094,288.55,90,0,0.78,IN,1702648021
524,la foa,-21.7108,165.8276,296.76,73,23,2.27,NC,1702648022
525,ivdel',60.6911,60.4206,259.92,95,100,0.55,RU,1702648023
526,wenling,28.3669,121.36,282.64,80,100,7.54,CN,1702648024
527,toktogul,41.8708,72.9402,272.32,67,100,0.09,KG,1702648026
528,ts'q'alt'ubo,42.3413,42.5976,288.51,57,100,2.94,GE,1702648026
529,cockburn town,21.4612,-71.1419,298.88,74,7,11.51,TC,1702648027
530,santa terezinha,-29.9002,-50.0904,300.94,74,90,4.34,BR,1702648028
531,rio grande,-32.035,-52.0986,298.21,73,100,2.83,BR,1702647754
532,razumnoye,50.5344,36.6846,266.75,79,53,3.0,RU,1702648030
533,sept-iles,50.2001,-66.3821,274.15,81,100,5.14,CA,1702647782
534,timbiqui,2.7717,-77.6654,296.72,97,100,0.51,CO,1702648032
535,sibay,52.7181,58.6658,257.71,77,53,1.79,RU,1702648032
536,wattegama,6.7989,81.4808,296.39,96,100,2.26,LK,1702648033
537,dalandzadgad,43.5708,104.425,252.18,83,14,3.08,MN,1702648034
538,edson,53.5835,-116.4356,268.21,93,100,0.0,CA,1702647910
539,lubango,-14.9172,13.4925,297.13,54,55,1.26,AO,1702648036
540,aitape,-3.1374,142.3475,299.4,89,100,1.08,PG,1702648037
541,at-bashi,41.1702,75.8106,264.84,77,100,0.45,KG,1702648038
542,as sulayyil,20.4607,45.5779,296.29,25,0,3.44,SA,1702648038
543,arawa,-6.2132,155.5367,299.05,92,96,0.47,PG,1702648039
544,nyamira,-0.6318,34.6443,295.77,77,41,0.8,KE,1702648040
545,emlichheim,52.6167,6.85,282.2,93,100,4.17,DE,1702647763
546,logansport,40.7545,-86.3567,275.2,66,0,0.0,US,1702647864
547,meulaboh,4.1363,96.1285,298.15,91,99,1.53,ID,1702648042
548,wewak,-3.5534,143.6268,299.93,85,100,1.29,PG,1702648043
549,san andres,12.5847,-81.7006,301.16,78,40,4.12,CO,1702648043
550,san juan de miraflores,-12.1629,-76.9635,296.02,79,97,2.57,PE,1702648044
551,riohacha,11.5444,-72.9072,301.21,78,20,2.57,CO,1702648045
552,antofagasta,-23.65,-70.4,293.75,64,27,3.24,CL,1702648004
553,loango,-4.6719,11.8312,300.96,89,75,3.6,CG,1702648047
554,gustavsberg,59.3268,18.3898,271.47,92,100,2.46,SE,1702648048
555,kinablangan,7.6947,126.5503,298.72,88,90,2.19,PH,1702648049
556,nan,18.8333,100.6667,294.16,94,0,1.03,TH,1702648049
557,tindouf,27.6711,-8.1474,294.4,30,0,7.2,DZ,1702648050
558,mezhdurechenskiy,59.6,65.9333,261.62,96,100,0.87,RU,1702648051
559,sovetskiy,61.3614,63.5842,257.53,99,100,0.89,RU,1702648052
560,ibshaway,29.358,30.6814,296.74,39,0,1.32,EG,1702648052
561,marsabit,2.3284,37.9899,296.94,54,78,3.86,KE,1702648053
562,sola,-13.8833,167.55,298.76,74,63,5.77,VU,1702648054
563,bestobe,52.4994,73.0975,253.7,82,22,1.92,KZ,1702648055
564,tiquipaya,-17.3382,-66.2189,295.55,45,75,1.54,BO,1702648055
565,bireun,5.203,96.7009,299.2,85,96,0.79,ID,1702648057
566,bich'vinta,43.1592,40.3378,287.25,57,100,2.66,GE,1702648058
567,coronel dorrego,-38.7187,-61.2873,300.22,31,55,3.18,AR,1702648058
568,alto barinas,8.5931,-70.2261,303.66,47,95,2.75,VE,1702648059
569,batticaloa,7.7102,81.6924,299.11,87,100,3.17,LK,1702648060
570,chibougamau,49.9168,-74.3659,272.94,86,100,5.14,CA,1702648060
571,myeik,12.4333,98.6,300.12,77,66,1.99,MM,1702648061
572,pacific grove,36.6177,-121.9166,287.4,65,0,3.09,US,1702648062
573,labe,11.3182,-12.2833,302.06,14,19,2.32,GN,1702647835
574,arteche,12.2645,125.4048,299.08,90,48,3.76,PH,1702648064
575,kasungu,-13.0333,33.4833,306.18,25,1,4.64,MW,1702648064
576,namibe,-15.1961,12.1522,297.94,65,92,3.6,AO,1702648065
577,namtsy,62.7161,129.6658,241.3,97,100,1.85,RU,1702648066
578,port saint john's,-31.6229,29.5448,294.91,73,92,2.53,ZA,1702648066
579,hirara,24.8,125.2833,294.3,94,87,2.06,JP,1702648067
580,sarina,-21.4333,149.2167,298.85,1,100,2.39,AU,1702648068
